trial_id,word_idx,Answer.time_in_minutes,workerid,stim,word,response_correct,response,slide_number_in_experiment,trial_no,rt
,,18.086383333333334,0,0,,,Mary,bot_check,,
filler_37,0,18.086383333333334,0,,I,1,,,0,368
filler_37,1,18.086383333333334,0,,enjoy,1,,,0,353
filler_37,2,18.086383333333334,0,,playing,1,,,0,208
filler_37,3,18.086383333333334,0,,board,1,,,0,288
filler_37,4,18.086383333333334,0,,games,1,,,0,270
filler_37,5,18.086383333333334,0,,with,1,,,0,244
filler_37,6,18.086383333333334,0,,my,1,,,0,243
filler_37,7,18.086383333333334,0,,uncle.,1,,,0,225
filler_37,8,18.086383333333334,0,,The,1,,,0,208
filler_37,9,18.086383333333334,0,,last,1,,,0,203
filler_37,10,18.086383333333334,0,,time,1,,,0,216
filler_37,11,18.086383333333334,0,,we,1,,,0,187
filler_37,12,18.086383333333334,0,,played,1,,,0,198
filler_37,13,18.086383333333334,0,,"together,",1,,,0,221
filler_37,14,18.086383333333334,0,,I,1,,,0,243
filler_37,15,18.086383333333334,0,,thought,1,,,0,233
filler_37,16,18.086383333333334,0,,I,1,,,0,234
filler_37,17,18.086383333333334,0,,had,1,,,0,218
filler_37,18,18.086383333333334,0,,won.,1,,,0,208
filler_37,19,18.086383333333334,0,,When,1,,,0,206
filler_37,20,18.086383333333334,0,,we,1,,,0,213
filler_37,21,18.086383333333334,0,,tallied,1,,,0,213
filler_37,22,18.086383333333334,0,,up,1,,,0,221
filler_37,23,18.086383333333334,0,,the,1,,,0,201
filler_37,24,18.086383333333334,0,,scores,1,,,0,226
filler_37,25,18.086383333333334,0,,I,1,,,0,220
filler_37,26,18.086383333333334,0,,discovered,1,,,0,224
filler_37,27,18.086383333333334,0,,that,1,,,0,218
filler_37,28,18.086383333333334,0,,he,1,,,0,186
filler_37,29,18.086383333333334,0,,beat,1,,,0,221
filler_37,30,18.086383333333334,0,,me,1,,,0,210
filler_37,31,18.086383333333334,0,,by,1,,,0,229
filler_37,32,18.086383333333334,0,,one,1,,,0,243
filler_37,33,18.086383333333334,0,,point.,1,,,0,266
filler_36,0,18.086383333333334,0,,I,1,,,1,246
filler_36,1,18.086383333333334,0,,planned,1,,,1,234
filler_36,2,18.086383333333334,0,,to,1,,,1,206
filler_36,3,18.086383333333334,0,,have,1,,,1,190
filler_36,4,18.086383333333334,0,,a,1,,,1,184
filler_36,5,18.086383333333334,0,,picnic,1,,,1,198
filler_36,6,18.086383333333334,0,,in,1,,,1,166
filler_36,7,18.086383333333334,0,,the,1,,,1,181
filler_36,8,18.086383333333334,0,,park.,1,,,1,188
filler_36,9,18.086383333333334,0,,The,1,,,1,186
filler_36,10,18.086383333333334,0,,weather,1,,,1,196
filler_36,11,18.086383333333334,0,,forecast,1,,,1,203
filler_36,12,18.086383333333334,0,,predicted,1,,,1,200
filler_36,13,18.086383333333334,0,,"rain,",1,,,1,188
filler_36,14,18.086383333333334,0,,so,1,,,1,223
filler_36,15,18.086383333333334,0,,I,1,,,1,218
filler_36,16,18.086383333333334,0,,thought,1,,,1,198
filler_36,17,18.086383333333334,0,,I,1,,,1,191
filler_36,18,18.086383333333334,0,,would,1,,,1,193
filler_36,19,18.086383333333334,0,,have,1,,,1,206
filler_36,20,18.086383333333334,0,,to,1,,,1,190
filler_36,21,18.086383333333334,0,,cancel,1,,,1,188
filler_36,22,18.086383333333334,0,,it.,1,,,1,206
filler_36,23,18.086383333333334,0,,"However,",1,,,1,191
filler_36,24,18.086383333333334,0,,the,1,,,1,201
filler_36,25,18.086383333333334,0,,day,1,,,1,210
filler_36,26,18.086383333333334,0,,turned,1,,,1,196
filler_36,27,18.086383333333334,0,,out,1,,,1,209
filler_36,28,18.086383333333334,0,,sunny,1,,,1,193
filler_36,29,18.086383333333334,0,,after,1,,,1,201
filler_36,30,18.086383333333334,0,,all.,1,,,1,206
filler_44,0,18.086383333333334,0,,My,1,,,2,271
filler_44,1,18.086383333333334,0,,hobby,1,,,2,200
filler_44,2,18.086383333333334,0,,is,1,,,2,201
filler_44,3,18.086383333333334,0,,knitting.,1,,,2,215
filler_44,4,18.086383333333334,0,,I,1,,,2,229
filler_44,5,18.086383333333334,0,,have,1,,,2,221
filler_44,6,18.086383333333334,0,,learned,1,,,2,233
filler_44,7,18.086383333333334,0,,to,1,,,2,238
filler_44,8,18.086383333333334,0,,knit,1,,,2,209
filler_44,9,18.086383333333334,0,,really,1,,,2,215
filler_44,10,18.086383333333334,0,,"fast,",1,,,2,198
filler_44,11,18.086383333333334,0,,even,1,,,2,202
filler_44,12,18.086383333333334,0,,when,1,,,2,188
filler_44,13,18.086383333333334,0,,I'm,1,,,2,194
filler_44,14,18.086383333333334,0,,thinking,1,,,2,188
filler_44,15,18.086383333333334,0,,of,1,,,2,216
filler_44,16,18.086383333333334,0,,something,1,,,2,218
filler_44,17,18.086383333333334,0,,else.,1,,,2,196
filler_44,18,18.086383333333334,0,,"Sometimes,",1,,,2,223
filler_44,19,18.086383333333334,0,,I,1,,,2,213
filler_44,20,18.086383333333334,0,,can,1,,,2,203
filler_44,21,18.086383333333334,0,,knit,1,,,2,228
filler_44,22,18.086383333333334,0,,and,1,,,2,198
filler_44,23,18.086383333333334,0,,read,1,,,2,204
filler_44,24,18.086383333333334,0,,at,1,,,2,215
filler_44,25,18.086383333333334,0,,the,1,,,2,209
filler_44,26,18.086383333333334,0,,same,1,,,2,203
filler_44,27,18.086383333333334,0,,time.,1,,,2,214
filler_24,0,18.086383333333334,0,,I,1,,,3,246
filler_24,1,18.086383333333334,0,,love,1,,,3,200
filler_24,2,18.086383333333334,0,,to,1,,,3,210
filler_24,3,18.086383333333334,0,,play,1,,,3,189
filler_24,4,18.086383333333334,0,,card,1,,,3,183
filler_24,5,18.086383333333334,0,,games,1,,,3,156
filler_24,6,18.086383333333334,0,,with,1,,,3,204
filler_24,7,18.086383333333334,0,,my,1,,,3,173
filler_24,8,18.086383333333334,0,,"friends,",1,,,3,178
filler_24,9,18.086383333333334,0,,and,1,,,3,166
filler_24,10,18.086383333333334,0,,we,1,,,3,198
filler_24,11,18.086383333333334,0,,are,1,,,3,234
filler_24,12,18.086383333333334,0,,going,1,,,3,202
filler_24,13,18.086383333333334,0,,to,1,,,3,179
filler_24,14,18.086383333333334,0,,play,1,,,3,193
filler_24,15,18.086383333333334,0,,Hearts,1,,,3,186
filler_24,16,18.086383333333334,0,,tonight.,1,,,3,203
filler_24,17,18.086383333333334,0,,We,1,,,3,214
filler_24,18,18.086383333333334,0,,always,1,,,3,190
filler_24,19,18.086383333333334,0,,enjoy,1,,,3,213
filler_24,20,18.086383333333334,0,,playing,1,,,3,223
filler_24,21,18.086383333333334,0,,a,1,,,3,225
filler_24,22,18.086383333333334,0,,game,1,,,3,218
filler_24,23,18.086383333333334,0,,on,1,,,3,188
filler_24,24,18.086383333333334,0,,Sunday,1,,,3,216
filler_24,25,18.086383333333334,0,,evening.,1,,,3,203
filler_24,26,18.086383333333334,0,,After,1,,,3,203
filler_24,27,18.086383333333334,0,,a,1,,,3,201
filler_24,28,18.086383333333334,0,,long,1,,,3,195
filler_24,29,18.086383333333334,0,,day,1,,,3,198
filler_24,30,18.086383333333334,0,,of,1,,,3,201
filler_24,31,18.086383333333334,0,,study,1,,,3,216
filler_24,32,18.086383333333334,0,,and,1,,,3,208
filler_24,33,18.086383333333334,0,,"rest,",1,,,3,218
filler_24,34,18.086383333333334,0,,cards,1,,,3,184
filler_24,35,18.086383333333334,0,,are,1,,,3,218
filler_24,36,18.086383333333334,0,,the,1,,,3,198
filler_24,37,18.086383333333334,0,,perfect,1,,,3,214
filler_24,38,18.086383333333334,0,,way,1,,,3,201
filler_24,39,18.086383333333334,0,,to,1,,,3,218
filler_24,40,18.086383333333334,0,,relax.,1,,,3,209
filler_31,0,18.086383333333334,0,,I,1,,,4,254
filler_31,1,18.086383333333334,0,,have,1,,,4,198
filler_31,2,18.086383333333334,0,,seen,1,,,4,226
filler_31,3,18.086383333333334,0,,a,1,,,4,230
